"","全國實徵淨額日曆年別－按稅目別分"
"","<b>總計</b> ","<b>稅課收入</b> ","關稅 ","所得稅小計 ","營利事業所得稅 ","綜合所得稅 ","遺產及贈與稅 ","遺產稅 ","贈與稅 ","貨物稅 ","證券交易稅 ","期貨交易稅 ","菸酒稅 ","特種貨物及勞務稅 ","營業稅 ","礦區稅 ","土地稅小計 ","田賦 ","地價稅 ","土地增值稅 ","房屋稅 ","使用牌照稅 ","契稅 ","印花稅 ","娛樂稅 ","特別及臨時稅課 ","商港建設費 ","屠宰稅 ","筵席稅 ","教育捐 ","鹽稅 ","防衛捐及臨時稅 ","戶稅 ","<b>公賣利益-應繳庫數</b> ","<b>金融業營業稅</b> "
"101年 9月","182,204,500","175,074,792","  8,006,525"," 78,632,813"," 48,295,120"," 30,337,693","  1,513,858","    930,837","    583,021"," 11,807,566","  5,765,780","    292,514","  4,812,867","          －"," 54,969,426","          －","  6,353,085","          －","    274,088","  6,078,997","    326,730","    245,231","    815,220","  1,400,919","    132,266","          －","          －","          －","          －","         -8","          －","          －","          －","          －","  4,300,969"
"101年 10月","114,120,264","110,598,698","  8,724,485"," 79,013,939"," 65,759,750"," 13,254,189","  2,053,073","  1,123,103","    929,970"," 12,290,471","  5,134,373","    315,349","  3,039,477","          －"," -9,734,078","          －","  7,244,716","          －","  1,090,193","  6,154,523","    327,334","    627,143","  1,009,817","    419,346","    131,973","          －","          －","          －","          －","      1,280","          －","          －","          －","          －","     36,739"
"101年 11月","162,742,909","155,742,675","  8,309,745"," 21,925,769","  3,481,227"," 18,444,542","  2,036,995","    990,859","  1,046,136"," 13,214,387","  5,074,769","    353,093","  3,438,957","          －"," 55,436,726","          －"," 42,427,003","          －"," 35,103,102","  7,323,901","    241,925","    752,954","  1,100,727","  1,299,413","    130,207","          －","          －","          －","          －","          5","          －","          －","          －","          －","  3,917,671"
"101年 12月","104,186,085","100,223,588","  8,519,172"," 28,554,310","  8,310,024"," 20,244,286","  2,020,806","  1,019,310","  1,001,496"," 15,173,515","  6,699,491","    382,715","  4,084,088","          －","    251,214","          －"," 32,256,509","          －"," 23,637,735","  8,618,774","    284,798","    176,598","  1,238,773","    458,760","    122,849","          －","          －","          －","          －","        -10","          －","          －","          －","          －","    -56,798"
"102年","1,834,124,153","1,768,816,736"," 97,008,695","743,289,569","351,115,287","392,174,282"," 23,727,917"," 14,076,799","  9,651,118","162,503,713"," 71,383,425","  2,669,191"," 44,769,009","          －","303,039,378","          －","174,080,706","          －"," 70,826,019","103,254,687"," 63,013,454"," 57,759,406"," 13,560,334"," 10,376,985","  1,633,756","          －","          －","          －","          －","      1,198","          －","          －","          －","          －"," 24,931,718"
"102年 1月","120,327,042","113,386,667","  8,067,771"," 21,613,451","  1,884,553"," 19,728,898","  1,582,471","    876,470","    706,001"," 10,498,508","  5,805,406","    349,335","  3,325,749","          －"," 47,272,321","          －"," 11,061,848","          －","    865,436"," 10,196,412","    257,674","    949,071","  1,208,662","  1,229,997","    164,406","          －","          －","          －","          －","         -3","          －","          －","          －","          －","  3,866,610"
"102年 2月"," 65,064,703"," 61,640,759","  6,257,713"," 27,219,916","  1,428,539"," 25,791,377","  1,276,352","    737,392","    538,960"," 17,500,924","  3,815,651","    205,579","  3,894,421","          －"," -6,632,957","          －","  6,132,873","          －","    172,270","  5,960,603","    227,397","    614,466","    690,189","    315,760","    122,448","          －","          －","          －","          －","         27","          －","          －","          －","          －","     33,046"
"102年 3月","126,031,925","119,248,930","  7,344,988"," 23,555,164","    691,459"," 22,863,705","  2,049,986","  1,288,937","    761,049"," 10,375,745","  6,154,834","    312,082","  3,111,632","          －"," 52,588,485","          －","  9,108,220","          －","    258,482","  8,849,738","    286,334","  1,990,741","  1,051,543","  1,176,082","    143,109","          －","          －","          －","          －","        -15","          －","          －","          －","          －","  4,173,425"
"102年 4月","101,623,082"," 97,953,170","  8,127,415"," 18,970,111","     89,169"," 18,880,942","  2,100,992","  1,067,898","  1,033,094"," 13,379,766","  5,145,305","    200,588","  3,844,951","          －","  1,790,727","          －","  7,861,279","          －","    472,861","  7,388,418","  1,746,511"," 33,064,226","  1,181,440","    399,655","    139,854","          －","          －","          －","          －","        350","          －","          －","          －","          －","     53,631"
"102年 5月","293,780,806","286,466,315","  7,915,391","128,789,883"," 85,697,027"," 43,092,856","  2,074,626","  1,243,952","    830,674"," 13,017,386","  6,686,017","    211,858","  3,515,092","          －"," 54,732,630","          －","  9,469,261","          －","    296,037","  9,173,224"," 40,106,041"," 17,198,112","  1,274,701","  1,344,767","    129,905","          －","          －","          －","          －","        645","          －","          －","          －","          －","  4,119,206"
"102年 6月","324,479,617","320,790,309","  7,453,171","267,684,524","125,121,008","142,563,516","  1,623,077","    841,613","    781,464"," 13,222,356","  5,576,050","    207,369","  4,124,206","          －"," -8,991,355","          －","  9,037,634","          －","    243,903","  8,793,731"," 18,298,020","    888,593","  1,078,735","    464,420","    123,455","          －","          －","          －","          －","         54","          －","          －","          －","          －","     35,277"
"102年 7月"," 97,870,735"," 90,265,735","  8,525,244","-14,658,524","  2,140,383","-16,798,907","  2,338,625","  1,557,188","    781,437"," 13,601,280","  7,110,470","    241,991","  3,985,331","          －"," 54,883,263","          －"," 10,095,735","          －","    109,277","  9,986,458","    578,123","    632,140","  1,390,488","  1,396,940","    144,620","          －","          －","          －","          －","          9","          －","          －","          －","          －","  4,134,246"
"102年 8月"," 91,213,923"," 87,689,080","  8,150,256"," 49,378,723","  4,617,106"," 44,761,617","  1,707,102","    970,589","    736,513"," 14,277,377","  5,910,088","    211,107","  3,751,880","          －"," -6,145,101","          －","  7,765,661","          －","    197,349","  7,568,312","    458,627","    503,704","  1,070,017","    511,700","    137,926","          －","          －","          －","          －","         13","          －","          －","          －","          －","     70,271"
"102年 9月","196,611,942","188,892,217","  7,956,173"," 85,745,554"," 52,513,475"," 33,232,079","  1,835,732","  1,353,917","    481,815"," 13,143,154","  5,695,290","    175,351","  4,102,837","          －"," 58,741,654","          －","  8,391,628","          －","    181,752","  8,209,876","    300,988","    314,387","  1,015,224","  1,337,016","    137,264","          －","          －","          －","          －","        -35","          －","          －","          －","          －","  4,179,626"
"102年 10月","126,435,855","122,897,603","  8,483,895"," 80,763,535"," 66,555,704"," 14,207,831","  2,200,344","  1,353,831","    846,513"," 13,748,082","  6,796,958","    187,367","  3,783,625","          －"," -5,620,756","          －","  9,952,768","          －","  1,430,487","  8,522,281","    250,896","    688,024","  1,110,609","    411,523","    140,580","          －","          －","          －","          －","        153","          －","          －","          －","          －","     27,215"
"102年 11月","170,207,320","162,846,309","  8,682,019"," 23,532,943","  3,122,182"," 20,410,761","  2,001,739","  1,103,582","    898,157"," 13,731,795","  5,903,262","    180,340","  3,471,831","          －"," 55,115,427","          －"," 46,692,261","          －"," 38,208,111","  8,484,150","    236,958","    724,911","  1,148,203","  1,304,672","    119,948","          －","          －","          －","          －","          －","          －","          －","          －","          －","  4,169,504"
"102年 12月","120,477,203","116,739,642"," 10,044,659"," 30,694,289","  7,254,682"," 23,439,607","  2,936,871","  1,681,430","  1,255,441"," 16,007,340","  6,784,094","    186,224","  3,857,454","          －","  5,305,040","          －"," 38,511,538","          －"," 28,390,054"," 10,121,484","    265,885","    191,031","  1,340,523","    484,453","    130,241","          －","          －","          －","          －","          －","          －","          －","          －","          －","     69,661"
